Project,Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
cxf,org.apache.cxf.systest.http_undertow.http2.Http2TestClient.RequestBuilder,RequestBuilder,Public Class,5,0,4,0,1,4,1,6,0,0,24,0,0,8,8,10,10,0,0,11,8,5,4,30,1,1,0,5,60,60,0,0,5,12,18,5,No
cxf,org.apache.cxf.systest.http_undertow.http2.BookServerHttp2,BookServerHttp2,Public Class,22,0,6,0,1,6,1,4,1,1,20,18,0.9,2,2,6,6,0,0,11,9,2,0,42,2,4,1,3,0,0,0,0,3,8,13,4,No
cxf,org.apache.cxf.systest.http_undertow.http2.BookServerHttp2c,BookServerHttp2c,Public Class,22,0,6,0,1,6,1,4,1,1,20,18,0.9,2,2,6,6,0,0,11,9,2,0,42,2,4,1,3,0,0,0,0,3,8,13,4,No
cxf,org.apache.cxf.systest.http_undertow.http2.Http2TestClient.createClientCallback.(Anon_1),(Anon_1),Anonymous Class,2,1,14,0,1,15,1,3,0,0,28,0,0,4,4,0,6,0,0,22,7,2,0,31,1,2,0,2,0,0,0,0,2,7,13,2,No
cxf,org.apache.cxf.systest.http_undertow.http2.Http2TestClient.createClientCallback.(Anon_1).completed.(Anon_2),(Anon_2),Anonymous Class,2,1,9,0,1,10,1,2,0,0,19,0,0,4,4,0,4,0,0,15,5,2,0,21,1,2,0,2,0,0,0,0,2,5,9,2,No
cxf,org.apache.cxf.systest.http_undertow.http2.Http2TestClient.createClientCallback.(Anon_1).completed.(Anon_2).completed.(Anon_3),(Anon_3),Anonymous Class,2,0,5,0,1,5,1,1,0,0,10,0,0,5,5,0,2,0,0,8,3,2,0,11,1,2,0,2,0,0,0,2,0,3,5,2,No
cxf,org.apache.cxf.systest.http_undertow.http2.UndertowClientServerHttp2cTest,UndertowClientServerHttp2cTest,Public Class,32,0,5,0,1,5,1,3,1,1,17,19,1.12,6,6,8,5,0,0,6,5,2,0,38,1,4,0,3,0,0,0,2,1,6,10,3,No
cxf,org.apache.cxf.systest.http_undertow.http2.UndertowClientServerHttp2Test,UndertowClientServerHttp2Test,Public Class,32,0,5,0,1,5,1,3,1,1,17,19,1.12,6,6,8,5,0,0,6,5,2,0,38,1,4,0,3,0,0,0,2,1,6,10,3,No
cxf,org.apache.cxf.systest.http_undertow.MapIdentityManager,MapIdentityManager,Class,6,2,11,0,2,13,2,17,0,0,69,19,0.28,12,12,17,19,1,0,44,31,6,1,105,4,1,2,6,50,33,2,0,3,30,45,11,No
cxf,org.apache.cxf.systest.http_undertow.MapIdentityManager.getAccount.(Anon_1),(Anon_1),Anonymous Class,2,0,4,0,1,4,1,4,0,1,16,0,0,4,4,0,5,0,0,13,4,2,1,20,1,2,0,2,50,50,0,0,2,5,8,2,No
cxf,org.apache.cxf.systest.http_undertow.MapIdentityManager.getAccount.(Anon_1).(Anon_2),(Anon_2),Anonymous Class,1,0,4,0,1,4,1,1,0,0,5,0,0,3,3,0,1,0,0,4,1,1,0,6,1,2,0,1,0,0,0,0,1,1,2,1,No
cxf,org.apache.cxf.systest.http_undertow.PerRequestAnnotationGreeterImpl,PerRequestAnnotationGreeterImpl,Public Class,10,0,3,0,1,3,2,19,0,0,37,20,0.54,6,6,17,12,0,0,10,9,10,1,75,1,1,0,10,80,80,0,0,10,10,21,10,No
cxf,org.apache.cxf.systest.http_undertow.Server,Server,Public Class,19,1,8,0,2,8,1,7,1,2,28,19,0.68,8,8,12,11,0,0,16,14,2,1,53,2,3,1,3,33,33,0,1,2,14,20,5,No
cxf,org.apache.cxf.systest.http_undertow.SessionAnnotationGreeterImpl,SessionAnnotationGreeterImpl,Public Class,11,0,3,0,1,3,2,20,0,0,39,20,0.51,6,6,18,13,0,0,9,9,11,1,78,1,1,0,11,82,82,0,0,11,10,22,11,No
cxf,org.apache.cxf.systest.http_undertow.SpringAnnotationGreeterImpl,SpringAnnotationGreeterImpl,Public Class,10,0,3,0,1,3,2,20,0,0,37,20,0.54,6,6,17,12,0,0,9,9,10,1,76,1,1,0,10,80,80,0,0,10,10,21,10,No
cxf,org.apache.cxf.systest.http_undertow.StatefulGreeterImpl,StatefulGreeterImpl,Public Class,10,0,3,0,1,3,2,20,0,0,36,20,0.56,5,5,16,12,0,0,9,9,10,1,75,1,1,0,10,80,80,0,0,10,10,21,10,No
cxf,org.apache.cxf.systest.http_undertow.ThreadPoolTest,ThreadPoolTest,Public Class,14,1,13,0,2,14,1,10,1,2,63,24,0.38,13,13,25,23,0,0,36,28,2,1,96,4,2,2,3,33,33,0,0,3,35,47,6,No
cxf,org.apache.cxf.systest.http_undertow.ThreadPoolTest.TestRunnable,TestRunnable,Class,3,0,5,0,1,5,2,1,0,0,19,1,0.05,2,2,8,8,1,0,8,7,3,2,21,2,1,1,3,50,50,0,0,2,8,13,4,No
cxf,org.apache.cxf.systest.http_undertow.UndertowBasicAuthHandler,UndertowBasicAuthHandler,Public Class,4,1,7,0,2,8,2,8,0,0,33,18,0.55,17,17,14,11,0,0,15,14,4,3,59,3,1,1,4,42,33,2,0,2,16,23,6,No
cxf,org.apache.cxf.systest.http_undertow.UndertowBasicAuthServer,UndertowBasicAuthServer,Public Class,19,0,11,0,2,11,1,6,1,4,40,20,0.5,12,12,16,15,0,0,26,22,2,2,64,3,3,1,3,33,33,0,1,2,24,31,6,No
cxf,org.apache.cxf.systest.http_undertow.UndertowBasicAuthTest,UndertowBasicAuthTest,Public Class,18,1,9,0,1,10,1,19,1,3,96,24,0.25,26,26,37,30,0,0,56,48,6,2,138,2,2,1,7,64,64,0,0,7,52,68,9,No
cxf,org.apache.cxf.systest.http_undertow.UndertowBasicAuthTest.MyHTTPConduitConfigurer,MyHTTPConduitConfigurer,Private Static Class,1,2,7,0,1,9,2,2,0,0,9,0,0,3,3,3,3,0,0,5,5,1,0,11,1,1,0,1,0,0,0,0,1,5,7,1,No
cxf,org.apache.cxf.systest.http_undertow.UndertowBasicAuthTest.SendRequest,SendRequest,Class,2,0,6,1,2,7,2,2,0,0,15,2,0.13,3,3,4,4,1,0,7,5,2,1,19,2,1,1,2,0,0,0,0,1,5,9,3,No
cxf,org.apache.cxf.systest.http_undertow.UndertowDigestAuthHandler,UndertowDigestAuthHandler,Public Class,4,1,7,0,2,8,2,8,0,0,34,18,0.53,17,17,15,11,0,0,16,14,4,3,60,3,1,1,4,42,33,2,0,2,16,23,6,No
cxf,org.apache.cxf.systest.http_undertow.UndertowDigestAuthTest,UndertowDigestAuthTest,Public Class,17,1,14,1,2,15,1,19,1,3,116,29,0.25,29,29,40,35,0,0,77,64,5,1,162,3,2,2,6,67,33,2,0,4,64,83,10,No
cxf,org.apache.cxf.systest.http_undertow.UndertowDigestAuthTest.MyHTTPConduitConfigurer,MyHTTPConduitConfigurer,Private Static Class,1,2,7,0,1,9,2,2,0,0,9,0,0,3,3,3,3,0,0,5,5,1,0,11,1,1,0,1,0,0,0,0,1,5,7,1,No
cxf,org.apache.cxf.systest.http_undertow.UndertowDigestAuthTest.UndertowDigestServer,UndertowDigestServer,Public Static Class,18,1,8,1,2,10,1,3,0,0,19,2,0.11,10,10,9,8,0,0,10,9,2,1,24,2,3,1,2,0,0,0,1,1,10,14,3,No
cxf,org.apache.cxf.systest.http_undertow.UndertowDigestAuthTest.setupClient.(Anon_1),(Anon_1),Anonymous Class,19,0,6,0,2,6,1,1,0,0,7,0,0,6,6,1,2,0,0,5,3,1,0,8,2,2,1,1,0,0,0,0,1,2,4,2,No
cxf,org.apache.cxf.systest.http_undertow.websocket.Book,Book,Public Class,14,0,5,0,1,5,1,15,0,0,72,18,0.25,13,13,36,20,1,1,24,24,14,3,105,1,1,0,14,69,64,0,0,13,26,41,14,No
cxf,org.apache.cxf.systest.http_undertow.websocket.SuperBook,SuperBook,Public Class,18,0,3,0,1,3,2,5,0,0,16,18,1.13,2,2,7,6,0,0,4,4,4,1,39,1,2,0,4,25,25,0,0,4,5,10,4,No
cxf,org.apache.cxf.systest.http_undertow.websocket.Chapter,Chapter,Public Class,11,0,5,0,1,5,1,11,0,0,61,18,0.3,12,12,33,16,0,0,15,15,11,2,90,2,1,1,11,82,82,0,0,11,15,30,13,No
cxf,org.apache.cxf.systest.http_undertow.websocket.BookNotFoundDetails,BookNotFoundDetails,Public Class,2,0,3,0,1,3,1,3,0,0,10,18,1.8,1,1,5,4,0,0,2,2,2,1,31,1,1,0,2,0,0,0,0,2,3,6,2,No
cxf,org.apache.cxf.systest.http_undertow.websocket.BookNotFoundFault,BookNotFoundFault,Public Class,3,0,3,0,1,3,1,3,0,1,15,18,1.2,3,3,7,6,0,0,5,4,3,1,36,1,2,0,3,33,33,0,0,3,6,10,3,No
