Project,Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
Cayenne,org.apache.cayenne.commitlog.CommitLogFilter_OutsideTxIT,CommitLogFilter_OutsideTxIT,Public Class,6,1,10,0,1,12,1,9,0,0,34,19,0.56,20,20,13,11,0,0,20,17,3,2,62,1,2,1,3,50,50,0,1,2,18,24,5,No
Cayenne,org.apache.cayenne.commitlog.db.AuditLog,AuditLog,Public Class,49,0,0,0,0,0,1,2,0,1,3,18,6,0,0,2,2,0,0,1,0,0,0,23,0,4,0,0,0,0,0,0,0,1,2,0,No
Cayenne,org.apache.cayenne.tx.BaseTransaction,BaseTransaction,Public Abstract Class,18,2,10,2,3,13,2,48,3,8,177,52,0.29,18,18,42,38,1,2,103,76,15,5,277,8,1,4,18,76,64,0,7,10,64,111,49,No
Cayenne,org.apache.cayenne.commitlog.db.auto._AuditLog,_AuditLog,Public Abstract Class,49,0,6,0,2,6,1,16,0,3,55,6,0.11,8,8,17,13,0,1,28,22,8,1,77,3,3,1,8,25,25,2,2,4,21,34,12,No
Cayenne,org.apache.cayenne.commitlog.CommitLogFilter_TxIT,CommitLogFilter_TxIT,Public Class,6,1,10,0,1,11,1,9,0,0,33,19,0.58,20,20,13,11,0,0,19,17,3,2,61,1,2,1,3,50,50,0,1,2,18,24,5,No
Cayenne,org.apache.cayenne.commitlog.CommitLogFilterIT,CommitLogFilterIT,Public Class,12,6,23,0,1,29,1,68,0,0,209,20,0.1,28,28,64,50,0,0,178,169,9,2,297,1,2,0,9,11,11,0,1,8,171,181,9,No
Cayenne,org.apache.cayenne.commitlog.db.AuditableChild1x,AuditableChild1x,Public Class,51,0,0,0,0,0,1,2,0,1,3,18,6,0,0,2,2,0,0,1,0,0,0,23,0,4,0,0,0,0,0,0,0,1,2,0,No
Cayenne,org.apache.cayenne.commitlog.db.auto._AuditableChild1x,_AuditableChild1x,Public Abstract Class,51,0,6,0,2,6,1,18,0,4,70,6,0.09,9,9,21,17,0,1,38,30,10,2,94,4,3,1,10,50,50,2,2,6,30,45,16,No
Cayenne,org.apache.cayenne.commitlog.CommitLogModuleBuilderTest,CommitLogModuleBuilderTest,Public Class,2,2,9,0,1,11,1,9,0,0,24,19,0.79,10,10,15,12,0,0,11,11,2,0,52,1,1,0,2,0,0,0,0,2,11,16,2,No
Cayenne,org.apache.cayenne.commitlog.CommitLogModuleBuilderTest.L,L,Public Static Class,1,0,3,1,1,4,2,1,0,0,5,1,0.2,3,3,3,2,0,0,0,0,1,0,7,1,1,0,1,0,0,0,0,1,0,2,1,No
Cayenne,org.apache.cayenne.commitlog.CommitLogModuleProviderTest,CommitLogModuleProviderTest,Public Class,1,0,4,0,1,4,1,1,0,0,6,18,3,4,4,3,2,0,0,1,1,1,0,25,1,1,0,1,0,0,0,0,1,1,3,1,No
Cayenne,org.apache.cayenne.commitlog.db.AuditableChild3,AuditableChild3,Public Class,53,0,0,0,0,0,1,0,0,1,3,18,6,0,0,2,2,0,0,1,0,0,0,21,0,4,0,0,0,0,0,0,0,1,2,0,No
Cayenne,org.apache.cayenne.commitlog.db.auto._AuditableChild3,_AuditableChild3,Public Abstract Class,53,0,6,0,2,7,1,20,0,5,87,6,0.07,9,9,25,21,0,1,50,40,12,3,113,5,3,1,12,56,56,2,2,8,41,58,20,No
Cayenne,org.apache.cayenne.commitlog.db.auto._E1,_E1,Public Abstract Class,47,0,6,0,1,6,1,14,0,2,38,6,0.16,7,7,13,9,0,1,16,12,6,0,58,2,3,1,6,0,0,2,2,2,10,21,8,No
Cayenne,org.apache.cayenne.commitlog.db.auto._E2,_E2,Public Abstract Class,47,0,6,0,1,6,1,14,0,2,38,6,0.16,7,7,13,9,0,1,16,12,6,0,58,2,3,1,6,0,0,2,2,2,10,21,8,No
Cayenne,org.apache.cayenne.commitlog.db.auto._LifecycleMap,_LifecycleMap,Public Class,0,0,0,0,0,0,1,0,0,0,1,6,6,0,0,1,1,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,No
Cayenne,org.apache.cayenne.commitlog.db.E1,E1,Public Class,47,0,0,0,0,0,1,0,0,1,3,18,6,0,0,2,2,0,0,1,0,0,0,21,0,4,0,0,0,0,0,0,0,1,2,0,No
Cayenne,org.apache.cayenne.commitlog.db.E2,E2,Public Class,47,0,0,0,0,0,1,0,0,1,3,18,6,0,0,2,2,0,0,1,0,0,0,21,0,4,0,0,0,0,0,0,0,1,2,0,No
Cayenne,org.apache.cayenne.commitlog.db.LifecycleMap,LifecycleMap,Public Class,2,1,4,0,2,4,1,4,1,1,10,18,1.8,0,0,4,4,0,0,3,3,1,0,32,2,2,1,2,50,50,1,0,1,3,7,3,No
Cayenne,org.apache.cayenne.crypto.batch.CryptoBatchTranslatorFactoryDecorator,CryptoBatchTranslatorFactoryDecorator,Public Class,2,6,18,0,1,24,2,15,0,0,40,21,0.53,7,7,9,13,0,0,24,14,2,2,76,1,1,0,2,25,25,0,0,2,16,25,2,No
Cayenne,org.apache.cayenne.crypto.batch.CryptoBatchTranslatorFactoryDecorator.translator.(Anon_1),(Anon_1),Anonymous Class,4,1,6,0,2,7,2,9,0,0,26,0,0,8,8,1,7,0,0,20,10,4,2,35,2,1,1,4,63,50,1,0,3,10,16,6,No
Cayenne,org.apache.cayenne.access.translator.DbAttributeBinding,DbAttributeBinding,Public Class,19,0,4,0,1,4,1,5,0,0,18,23,1.28,3,3,8,6,0,0,5,5,4,1,46,2,2,0,4,25,0,0,0,4,6,11,5,No
