Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
org.apache.activemq.transport.auto.AutoSslAuthTest.before.(Anon_1),(Anon_1),Anonymous Class,1.0,1.0,12.0,0.0,1.0,13.0,2.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,10.0,4.0,1.0,0.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,1.0,No
org.apache.activemq.transport.auto.AutoSslAuthTest.before.(Anon_1).installPlugin.(Anon_2),(Anon_2),Anonymous Class,71.0,0.0,7.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,No
org.apache.activemq.transport.auto.AutoSslTransportBrokerTest,AutoSslTransportBrokerTest,Public Class,125.0,0.0,5.0,1.0,1.0,5.0,1.0,8.0,2.0,4.0,31.0,19.0,0.61,7.0,7.0,13.0,10.0,0.0,0.0,16.0,12.0,3.0,0.0,56.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,16.0,22.0,5.0,No
org.apache.activemq.transport.auto.AutoTransportBrokerTest,AutoTransportBrokerTest,Public Class,123.0,0.0,3.0,0.0,1.0,3.0,1.0,4.0,2.0,0.0,12.0,17.0,1.42,4.0,4.0,5.0,4.0,0.0,0.0,3.0,3.0,1.0,0.0,32.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,3.0,No
org.apache.activemq.transport.auto.AutoTransportConfigureTest,AutoTransportConfigureTest,Public Class,12.0,1.0,6.0,1.0,1.0,7.0,1.0,23.0,1.0,4.0,85.0,25.0,0.29,19.0,19.0,39.0,29.0,0.0,0.0,45.0,41.0,11.0,3.0,127.0,2.0,1.0,1.0,12.0,56.0,39.0,0.0,2.0,10.0,47.0,61.0,13.0,No
org.apache.activemq.transport.auto.AutoTransportConnectionsTest,AutoTransportConnectionsTest,Public Class,8.0,2.0,14.0,1.0,2.0,17.0,1.0,28.0,1.0,5.0,127.0,27.0,0.21,22.0,22.0,38.0,37.0,0.0,0.0,88.0,59.0,7.0,6.0,180.0,3.0,1.0,1.0,8.0,73.0,63.0,0.0,1.0,7.0,68.0,87.0,13.0,No
org.apache.activemq.transport.auto.AutoTransportConnectionsTest.testConcurrentConnections.(Anon_4),(Anon_4),Anonymous Class,1.0,0.0,4.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,No
org.apache.activemq.transport.auto.AutoTransportConnectionsTest.testConcurrentConnections.(Anon_3),(Anon_3),Anonymous Class,1.0,1.0,11.0,1.0,2.0,13.0,1.0,2.0,0.0,0.0,12.0,1.0,0.08,4.0,4.0,1.0,2.0,0.0,0.0,10.0,6.0,1.0,0.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,2.0,No
org.apache.activemq.transport.auto.AutoTransportConnectionsTest.testMaxConnectionControl.(Anon_2),(Anon_2),Anonymous Class,1.0,0.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,No
org.apache.activemq.transport.auto.AutoTransportConnectionsTest.testMaxConnectionControl.(Anon_1),(Anon_1),Anonymous Class,1.0,0.0,11.0,1.0,2.0,12.0,1.0,0.0,0.0,0.0,12.0,1.0,0.08,4.0,4.0,1.0,2.0,0.0,0.0,10.0,5.0,1.0,0.0,13.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,2.0,No
