Project,Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfSetBkColor,WmfSetBkColor,Public Static Class,6,0,4,0,1,4,2,7,0,0,26,4,0.15,11,11,13,8,0,1,7,7,6,1,37,1,1,0,6,50,33,0,0,6,7,14,6,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfSetMapMode,WmfSetMapMode,Public Static Class,6,0,4,0,1,4,2,7,0,0,28,5,0.18,12,12,13,8,0,1,8,8,6,1,40,1,1,0,6,50,33,0,0,6,9,16,6,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfSetMapperFlags,WmfSetMapperFlags,Public Static Class,5,0,4,0,1,4,2,7,0,0,23,10,0.43,10,10,12,7,0,1,5,5,5,1,40,1,1,0,5,80,80,0,0,5,6,12,6,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfSetRop2,WmfSetRop2,Public Static Class,6,0,4,0,1,4,2,7,0,0,28,6,0.21,12,12,14,9,0,1,8,8,6,1,41,1,1,0,6,50,33,0,0,6,9,16,6,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfSetStretchBltMode,WmfSetStretchBltMode,Public Static Class,6,0,4,0,1,4,2,11,0,0,42,32,0.76,11,11,21,13,0,1,10,11,6,1,85,1,1,0,6,67,50,0,0,6,12,24,6,No
poi,org.apache.poi.hwmf.record.HwmfMisc.WmfSetStretchBltMode.StretchBltMode,StretchBltMode,Public Enum Type,4,0,2,0,1,2,1,2,1,0,16,28,1.75,1,1,8,5,1,0,4,5,3,5,46,3,1,2,4,,,0,0,3,5,10,4,No
poi,org.apache.poi.hemf.record.emf.HemfPalette,HemfPalette,Public Class,0,0,0,0,0,0,1,39,0,0,166,49,0.3,1,1,77,48,0,0,54,46,0,0,254,0,1,0,0,0,0,0,0,0,50,90,0,No
poi,org.apache.poi.hemf.record.emf.HemfPalette.EmfCreatePalette,EmfCreatePalette,Public Static Class,14,0,5,1,1,6,2,7,0,0,34,6,0.18,8,8,15,10,0,0,14,11,6,1,47,1,3,0,6,50,33,0,0,6,12,19,6,No
poi,org.apache.poi.hemf.record.emf.HemfPalette.EmfRealizePalette,EmfRealizePalette,Public Static Class,7,0,4,0,1,4,2,2,0,0,14,4,0.29,4,4,7,4,0,0,3,3,3,0,20,1,2,0,3,0,0,0,0,3,3,7,3,No
poi,org.apache.poi.hemf.record.emf.HemfPalette.EmfResizePalette,EmfResizePalette,Public Static Class,12,0,5,1,1,6,2,8,0,0,31,7,0.23,8,8,13,8,0,0,11,8,6,1,46,1,2,0,6,50,33,0,0,6,9,16,6,No
poi,org.apache.poi.hemf.record.emf.HemfPalette.EmfSelectPalette,EmfSelectPalette,Public Static Class,8,0,4,2,1,6,2,2,0,0,15,6,0.4,5,5,7,4,0,0,4,4,3,0,23,1,2,0,3,0,0,0,0,3,4,8,3,No
poi,org.apache.poi.hemf.record.emf.HemfPalette.EmfSetIcmMode,EmfSetIcmMode,Public Static Class,4,0,4,0,1,4,2,9,0,0,36,18,0.5,8,8,18,11,0,0,9,10,4,1,63,1,1,0,4,50,25,0,0,4,11,21,4,No
poi,org.apache.poi.hemf.record.emf.HemfPalette.EmfSetIcmMode.ICMMode,ICMMode,Public Enum Type,4,0,2,0,1,2,1,4,1,0,17,15,0.88,1,1,9,5,1,0,4,5,3,5,36,3,1,2,4,,,0,0,3,5,10,4,No
poi,org.apache.poi.hemf.record.emf.HemfPalette.EmfSetPaletteEntries,EmfSetPaletteEntries,Public Static Class,14,0,5,1,1,6,2,6,0,0,33,8,0.24,8,8,15,10,0,0,13,10,6,1,47,1,3,0,6,50,33,0,0,6,11,18,6,No
poi,org.apache.poi.hwmf.record.HwmfPalette.WmfCreatePalette,WmfCreatePalette,Public Static Class,8,0,4,0,1,4,2,1,0,0,10,3,0.3,4,4,5,3,0,1,2,2,2,0,14,1,2,0,2,0,0,0,0,2,2,5,2,No
