Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
org.apache.ivy.osgi.obr.xml.OBRXMLParser.CapabilityHandler.CapabilityHandler.(Anon_10),(Anon_10),Anonymous Class,4.0,1.0,7.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,5.0,5.0,3.0,4.0,0.0,0.0,7.0,1.0,1.0,0.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.CapabilityPropertyHandler,CapabilityPropertyHandler,Static Class,62.0,0.0,5.0,0.0,1.0,5.0,1.0,9.0,0.0,4.0,18.0,0.0,0.0,4.0,4.0,11.0,10.0,0.0,0.0,8.0,4.0,2.0,3.0,27.0,1.0,3.0,0.0,2.0,50.0,50.0,0.0,1.0,1.0,11.0,14.0,2.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ExtendHandler,ExtendHandler,Static Class,63.0,0.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.RepositoryHandler,RepositoryHandler,Static Class,62.0,1.0,9.0,0.0,1.0,10.0,1.0,9.0,0.0,3.0,24.0,0.0,0.0,7.0,7.0,9.0,9.0,0.0,0.0,14.0,7.0,2.0,2.0,33.0,1.0,3.0,0.0,2.0,25.0,25.0,0.0,1.0,1.0,12.0,16.0,2.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.RepositoryHandler.RepositoryHandler.(Anon_1),(Anon_1),Anonymous Class,4.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.RequireHandler,RequireHandler,Static Class,63.0,0.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceDescriptionHandler,ResourceDescriptionHandler,Static Class,61.0,0.0,4.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,10.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceDocumentationHandler,ResourceDocumentationHandler,Static Class,61.0,0.0,4.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceHandler,ResourceHandler,Static Class,63.0,1.0,39.0,1.0,2.0,41.0,1.0,16.0,0.0,7.0,127.0,4.0,0.03,18.0,18.0,20.0,26.0,0.0,0.0,100.0,50.0,3.0,1.0,146.0,4.0,3.0,2.0,3.0,33.0,33.0,0.0,2.0,1.0,50.0,70.0,6.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceHandler.ResourceHandler.(Anon_2),(Anon_2),Anonymous Class,4.0,0.0,17.0,1.0,3.0,18.0,1.0,0.0,0.0,0.0,18.0,1.0,0.06,10.0,10.0,1.0,2.0,0.0,0.0,15.0,8.0,1.0,0.0,19.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,3.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceHandler.ResourceHandler.(Anon_3),(Anon_3),Anonymous Class,4.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceHandler.ResourceHandler.(Anon_4),(Anon_4),Anonymous Class,4.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceHandler.ResourceHandler.(Anon_5),(Anon_5),Anonymous Class,4.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceHandler.ResourceHandler.(Anon_6),(Anon_6),Anonymous Class,4.0,0.0,11.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,8.0,1.0,2.0,0.0,0.0,10.0,4.0,1.0,0.0,12.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceHandler.ResourceHandler.(Anon_7),(Anon_7),Anonymous Class,4.0,1.0,9.0,0.0,2.0,10.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,8.0,3.0,1.0,0.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceHandler.ResourceHandler.(Anon_8),(Anon_8),Anonymous Class,4.0,0.0,13.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,12.0,4.0,1.0,0.0,14.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceHandler.ResourceHandler.(Anon_9),(Anon_9),Anonymous Class,4.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,1.0,0.25,3.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceLicenseHandler,ResourceLicenseHandler,Static Class,61.0,0.0,4.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,10.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceSizeHandler,ResourceSizeHandler,Static Class,61.0,0.0,4.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,No
org.apache.ivy.osgi.obr.xml.OBRXMLParser.ResourceSourceHandler,ResourceSourceHandler,Static Class,61.0,0.0,4.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,10.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,No
org.xml.sax.SAXParseException,SAXParseException,Unknown Class,7.0,0.0,6.0,0.0,1.0,7.0,1.0,8.0,0.0,0.0,32.0,1.0,0.03,6.0,6.0,12.0,11.0,0.0,0.0,15.0,12.0,4.0,1.0,46.0,2.0,1.0,1.0,4.0,25.0,15.0,0.0,0.0,3.0,14.0,23.0,6.0,No
org.apache.ivy.osgi.repo.BundleRepoDescriptor,BundleRepoDescriptor,Public Class,24.0,0.0,5.0,0.0,1.0,5.0,1.0,9.0,0.0,0.0,33.0,0.0,0.0,10.0,10.0,12.0,11.0,0.0,0.0,15.0,12.0,6.0,2.0,42.0,3.0,3.0,2.0,6.0,67.0,67.0,0.0,0.0,6.0,12.0,21.0,8.0,No
org.apache.ivy.osgi.util.DelegatingHandler,DelegatingHandler,Public Class,60.0,0.0,7.0,2.0,2.0,9.0,4.0,82.0,1.0,2.0,448.0,140.0,0.31,20.0,20.0,123.0,97.0,0.0,46.0,221.0,177.0,59.0,11.0,669.0,6.0,2.0,3.0,60.0,91.0,85.0,5.0,30.0,25.0,136.0,262.0,113.0,Yes
org.apache.ivy.util.XMLHelper,XMLHelper,Public Abstract Class,13.0,1.0,11.0,2.0,2.0,13.0,1.0,29.0,12.0,7.0,148.0,29.0,0.2,26.0,26.0,40.0,31.0,0.0,0.0,92.0,70.0,1.0,0.0,200.0,7.0,1.0,3.0,13.0,88.0,46.0,3.0,0.0,10.0,60.0,93.0,32.0,Yes
org.apache.ivy.osgi.obr.xml.Requirement,Requirement,Public Class,7.0,0.0,3.0,0.0,1.0,3.0,1.0,12.0,0.0,0.0,28.0,0.0,0.0,2.0,2.0,12.0,12.0,0.0,0.0,9.0,8.0,7.0,4.0,40.0,1.0,1.0,0.0,7.0,71.0,71.0,0.0,0.0,7.0,12.0,20.0,7.0,No
org.apache.ivy.osgi.util.DelegatingHandler.ChildElementHandler,ChildElementHandler,Public Static Abstract Generic Class,3.0,0.0,4.0,3.0,1.0,7.0,1.0,4.0,0.0,0.0,11.0,6.0,0.55,4.0,4.0,6.0,4.0,0.0,44.0,2.0,2.0,3.0,0.0,21.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,2.0,Yes
org.apache.ivy.osgi.repo.EditableRepoDescriptor,EditableRepoDescriptor,Public Class,18.0,0.0,7.0,0.0,2.0,7.0,1.0,20.0,0.0,0.0,110.0,0.0,0.0,15.0,15.0,36.0,32.0,0.0,3.0,62.0,52.0,14.0,5.0,130.0,5.0,2.0,2.0,14.0,74.0,69.0,1.0,0.0,13.0,45.0,75.0,29.0,No
org.apache.ivy.osgi.obr.xml.UnsupportedFilterException,UnsupportedFilterException,Public Class,1.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,No
