Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
org.jfree.chart.block.GridArrangement,GridArrangement,Public Class,14.0,1.0,17.0,9.0,4.0,27.0,3.0,31.0,0.0,1.0,239.0,131.0,0.55,12.0,12.0,94.0,81.0,0.0,0.0,150.0,131.0,14.0,2.0,401.0,13.0,1.0,3.0,14.0,57.0,14.0,0.0,9.0,5.0,113.0,165.0,51.0,No
org.jfree.chart.block.LabelBlock,LabelBlock,Public Class,59.0,0.0,7.0,7.0,2.0,13.0,3.0,34.0,0.0,2.0,157.0,169.0,1.08,28.0,28.0,49.0,41.0,0.0,0.0,84.0,73.0,22.0,8.0,360.0,9.0,2.0,2.0,22.0,75.0,62.0,2.0,0.0,20.0,76.0,111.0,34.0,No
org.jfree.chart.entity.ChartEntity,ChartEntity,Public Class,20.0,0.0,8.0,7.0,2.0,15.0,4.0,26.0,0.0,1.0,166.0,153.0,0.92,17.0,17.0,48.0,39.0,0.0,12.0,95.0,81.0,20.0,3.0,345.0,7.0,1.0,2.0,20.0,65.0,53.0,4.0,0.0,16.0,74.0,110.0,37.0,No
org.jfree.chart.block.LineBorder,LineBorder,Public Class,9.0,0.0,10.0,6.0,2.0,16.0,3.0,13.0,0.0,1.0,100.0,61.0,0.61,19.0,19.0,33.0,29.0,0.0,0.0,63.0,55.0,9.0,3.0,174.0,6.0,1.0,1.0,9.0,48.0,30.0,2.0,0.0,7.0,54.0,74.0,19.0,No
org.jfree.chart.ChartColor,ChartColor,Public Class,2.0,1.0,21.0,8.0,1.0,29.0,1.0,28.0,1.0,24.0,67.0,44.0,0.66,1.0,1.0,27.0,27.0,0.0,0.0,61.0,26.0,1.0,0.0,139.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,26.0,29.0,2.0,No
org.jfree.chart.ChartFactory,ChartFactory,Public Abstract Class,54.0,2.0,18.0,16.0,3.0,37.0,1.0,188.0,54.0,1.0,975.0,886.0,0.91,101.0,101.0,403.0,243.0,0.0,0.0,675.0,540.0,0.0,0.0,2042.0,16.0,1.0,3.0,54.0,33.0,0.0,0.0,0.0,54.0,483.0,614.0,140.0,No
org.jfree.chart.labels.BoxAndWhiskerToolTipGenerator,BoxAndWhiskerToolTipGenerator,Public Class,22.0,0.0,9.0,7.0,2.0,16.0,5.0,7.0,0.0,2.0,45.0,46.0,1.02,8.0,8.0,20.0,11.0,0.0,0.0,23.0,19.0,4.0,0.0,98.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,20.0,28.0,7.0,No
org.jfree.chart.labels.HighLowItemLabelGenerator,HighLowItemLabelGenerator,Public Class,7.0,0.0,13.0,7.0,3.0,20.0,6.0,11.0,0.0,1.0,97.0,58.0,0.6,13.0,13.0,30.0,22.0,0.0,0.0,57.0,51.0,7.0,2.0,165.0,7.0,1.0,2.0,7.0,29.0,14.0,0.0,0.0,7.0,43.0,65.0,21.0,No
org.jfree.chart.labels.IntervalCategoryToolTipGenerator,IntervalCategoryToolTipGenerator,Public Class,23.0,0.0,10.0,7.0,2.0,17.0,1.0,9.0,0.0,2.0,55.0,42.0,0.76,9.0,9.0,20.0,13.0,0.0,0.0,29.0,25.0,5.0,0.0,106.0,6.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,4.0,22.0,35.0,12.0,No
org.jfree.chart.labels.ItemLabelAnchor,ItemLabelAnchor,Public Final Class,4.0,0.0,25.0,6.0,8.0,31.0,2.0,32.0,0.0,26.0,154.0,56.0,0.36,3.0,3.0,61.0,34.0,0.0,0.0,88.0,85.0,4.0,1.0,242.0,26.0,1.0,1.0,4.0,25.0,0.0,2.0,0.0,2.0,61.0,94.0,32.0,No
org.jfree.chart.labels.ItemLabelPosition,ItemLabelPosition,Public Class,8.0,0.0,7.0,6.0,2.0,13.0,2.0,15.0,0.0,1.0,60.0,59.0,0.98,4.0,4.0,18.0,15.0,0.0,0.0,29.0,26.0,8.0,4.0,134.0,7.0,1.0,1.0,8.0,63.0,38.0,0.0,0.0,8.0,26.0,41.0,14.0,No
org.jfree.chart.labels.StandardCategoryToolTipGenerator,StandardCategoryToolTipGenerator,Public Class,18.0,0.0,5.0,7.0,1.0,12.0,3.0,8.0,0.0,2.0,33.0,41.0,1.24,5.0,5.0,16.0,8.0,0.0,2.0,11.0,9.0,5.0,0.0,82.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,17.0,7.0,No
org.jfree.chart.labels.StandardPieSectionLabelGenerator,StandardPieSectionLabelGenerator,Public Class,20.0,0.0,5.0,9.0,1.0,14.0,5.0,15.0,0.0,2.0,66.0,110.0,1.67,11.0,11.0,28.0,17.0,0.0,0.0,27.0,21.0,11.0,1.0,191.0,4.0,2.0,1.0,11.0,55.0,9.0,0.0,0.0,11.0,22.0,37.0,14.0,No
org.jfree.chart.labels.StandardPieToolTipGenerator,StandardPieToolTipGenerator,Public Class,16.0,0.0,4.0,6.0,1.0,10.0,5.0,10.0,0.0,2.0,31.0,56.0,1.81,7.0,7.0,15.0,10.0,0.0,0.0,10.0,7.0,7.0,0.0,97.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,9.0,17.0,7.0,No
org.jfree.chart.labels.StandardXYToolTipGenerator,StandardXYToolTipGenerator,Public Class,25.0,1.0,5.0,8.0,1.0,14.0,5.0,18.0,1.0,2.0,48.0,80.0,1.67,6.0,6.0,21.0,12.0,0.0,2.0,17.0,13.0,8.0,0.0,146.0,3.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,9.0,13.0,25.0,11.0,No
org.jfree.chart.labels.StandardXYZToolTipGenerator,StandardXYZToolTipGenerator,Public Class,34.0,1.0,10.0,8.0,2.0,18.0,3.0,22.0,0.0,2.0,93.0,87.0,0.94,11.0,11.0,30.0,23.0,0.0,0.0,52.0,40.0,9.0,2.0,202.0,6.0,3.0,1.0,9.0,56.0,33.0,0.0,1.0,8.0,39.0,57.0,17.0,No
org.jfree.chart.plot.MultiplePiePlot,MultiplePiePlot,Public Class,94.0,1.0,13.0,7.0,3.0,21.0,3.0,57.0,0.0,1.0,317.0,193.0,0.61,51.0,51.0,86.0,78.0,0.0,0.0,206.0,181.0,24.0,8.0,566.0,13.0,2.0,4.0,24.0,74.0,68.0,3.0,0.0,21.0,171.0,233.0,61.0,No
